,Age,Income,Family,CCAvg,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,EDU,Account_Holder_Category
2820,29,102,2,3.3,303,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2821,57,31,3,0.1,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2822,30,30,4,0.8,158,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2823,33,21,1,0.6,0,0,1,0,0,0,Professional,Hold Securities account
2824,62,44,2,0.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2825,35,48,1,2.5,164,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2826,37,21,3,0.2,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2827,37,84,4,2.2,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
2828,35,64,3,0.7,230,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2829,35,82,1,2.5,138,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2830,59,39,4,1.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2831,53,45,2,0.8,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
2832,45,133,4,5.7,0,1,0,1,1,1,Professional,Hold CD Account
2833,46,152,2,1.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2834,40,12,1,1.0,91,0,1,0,0,0,Under Graduate,Hold Securities account
2835,42,32,3,1.5,149,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2836,25,74,4,2.6,204,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2837,39,54,2,1.1,159,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
2838,30,181,3,4.1,0,1,0,1,1,1,Graduate,Hold CD Account
2839,58,75,2,0.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2840,41,95,3,0.1,240,0,1,0,0,0,Under Graduate,Hold Securities account
2841,37,190,4,7.3,565,1,0,1,1,0,Graduate,Hold CD Account
2842,36,90,1,2.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2843,27,20,4,1.0,134,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2844,60,64,3,2.2,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2845,62,85,2,1.7,98,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2846,67,105,4,1.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2847,44,21,1,0.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2848,24,78,2,1.8,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
2849,45,158,2,6.67,132,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2850,58,125,1,4.3,219,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2851,61,81,3,1.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2852,54,183,1,8.1,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2853,28,54,4,0.6,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2854,49,79,4,3.6,212,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2855,35,38,1,1.5,136,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2856,36,172,4,1.0,295,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2857,34,184,3,7.5,0,1,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2858,36,158,2,7.8,114,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2859,35,188,1,0.9,282,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2860,27,20,4,0.5,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2861,42,60,4,0.2,151,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
2862,65,113,4,2.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2863,29,70,4,0.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2864,65,84,2,0.0,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
2865,59,23,2,0.2,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2866,46,141,2,3.3,0,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
2867,59,110,3,4.4,264,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2868,52,31,4,1.8,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2869,60,22,1,1.3,80,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2870,43,91,1,5.2,0,0,1,0,0,0,Under Graduate,Hold Securities account
2871,65,82,4,2.4,252,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2872,50,23,1,0.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2873,48,35,1,0.1,0,0,1,0,1,0,Under Graduate,Hold Securities account
2874,49,114,1,2.5,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2875,58,18,3,0.1,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
2876,24,80,2,1.6,238,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2877,58,74,2,2.3,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
2878,45,122,4,4.1,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2879,42,73,3,2.33,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
2880,64,40,2,1.1,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2881,49,55,4,0.1,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2882,55,69,1,2.7,0,0,1,0,0,1,Graduate,Hold Securities account
2883,40,92,4,1.4,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2884,28,48,4,2.1,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
2885,57,113,4,0.6,327,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2886,50,58,1,1.3,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2887,40,109,2,2.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2888,55,39,3,1.0,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
2889,53,33,3,1.9,144,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
2890,48,18,4,0.2,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2891,59,63,1,1.6,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2892,58,43,1,2.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2893,38,70,4,2.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2894,49,19,1,0.9,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2895,60,39,4,1.3,140,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2896,54,81,3,0.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2897,28,34,4,1.3,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2898,27,140,1,5.9,175,1,1,1,1,0,Graduate,Hold Securities and Deposit Account
2899,42,114,1,0.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2900,52,55,2,3.2,151,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2901,54,21,1,0.1,76,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2902,56,50,4,2.8,0,0,1,0,1,0,Graduate,Hold Securities account
2903,58,41,3,1.5,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2904,56,190,3,2.2,0,1,0,1,1,0,Under Graduate,Hold CD Account
2905,64,8,2,0.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2906,35,55,2,1.67,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2907,45,40,2,1.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
2908,57,22,3,0.1,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2909,35,44,2,1.67,0,0,1,0,0,1,Graduate,Hold Securities account
2910,46,102,3,4.5,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2911,30,54,4,1.8,235,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2912,44,130,4,3.2,0,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
2913,39,75,3,2.33,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
2914,42,42,2,1.7,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2915,34,133,1,3.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2916,46,40,1,1.2,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2917,55,34,3,1.5,101,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2918,28,142,1,0.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2919,35,64,3,2.3,0,0,0,1,1,1,Under Graduate,Hold CD Account
2920,60,44,2,1.6,170,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2921,50,95,1,0.3,262,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2922,52,49,1,1.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2923,51,12,2,0.2,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2924,51,98,1,1.3,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
2925,59,42,4,0.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2926,53,44,2,0.6,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
2927,43,124,1,5.2,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2928,31,175,2,6.7,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2929,32,22,4,0.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2930,41,78,4,2.67,99,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2931,31,54,2,1.0,109,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
2932,41,154,1,7.0,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
2933,47,42,3,2.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2934,37,195,2,6.5,635,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2935,53,80,1,3.0,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
2936,49,81,3,2.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2937,62,89,2,2.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2938,33,61,3,2.6,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2939,54,25,4,0.4,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
2940,27,43,3,0.1,163,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2941,60,122,1,2.6,352,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2942,29,160,1,4.3,385,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2943,56,83,4,1.6,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
2944,55,79,2,0.0,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2945,45,30,3,0.5,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
2946,33,145,1,4.3,437,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2947,45,151,2,3.3,328,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2948,44,14,2,0.1,98,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
2949,37,19,3,0.2,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2950,42,55,1,0.7,135,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2951,26,132,2,2.4,0,1,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
2952,33,182,1,8.6,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2953,61,78,3,0.5,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2954,31,42,1,2.4,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
2955,54,44,2,2.3,187,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2956,62,195,4,5.2,522,1,0,1,1,1,Professional,Hold CD Account
2957,61,53,3,0.5,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2958,66,65,3,2.4,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2959,38,43,4,0.2,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2960,55,38,4,1.5,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
2961,60,50,1,1.8,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2962,23,81,2,1.8,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
2963,29,41,1,1.9,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
2964,35,73,3,2.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2965,53,31,2,0.4,104,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
2966,32,84,3,0.6,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
2967,38,95,2,1.9,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2968,44,162,4,1.3,301,1,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2969,43,60,2,2.2,115,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2970,54,121,2,1.1,0,1,1,0,0,0,Professional,Hold Securities account
2971,52,43,3,1.0,165,0,0,1,1,1,Graduate,Hold CD Account
2972,31,38,1,1.8,182,0,0,1,1,1,Graduate,Hold CD Account
2973,47,82,1,2.9,276,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2974,42,52,4,1.9,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2975,57,43,3,1.5,168,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
2976,33,82,1,2.6,0,0,1,1,1,1,Graduate,Hold Securities and Deposit Account
2977,35,161,1,4.1,0,0,1,0,1,0,Under Graduate,Hold Securities account
2978,56,24,2,0.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
2979,57,102,1,2.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2980,25,53,3,2.4,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
2981,53,85,1,1.2,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2982,59,111,3,4.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2983,56,90,2,0.3,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2984,54,94,2,1.1,188,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2985,48,63,4,3.6,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2986,55,153,2,2.8,0,1,1,1,1,0,Graduate,Hold Securities and Deposit Account
2987,33,39,2,2.0,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
2988,46,205,2,8.8,181,0,1,0,1,0,Under Graduate,Hold Securities account
2989,42,142,1,3.4,496,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2990,49,163,2,0.4,0,0,1,0,0,0,Under Graduate,Hold Securities account
2991,42,113,3,1.0,0,0,1,0,1,0,Under Graduate,Hold Securities account
2992,46,64,1,2.9,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
2993,65,20,3,0.1,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
2994,50,179,1,1.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
2995,54,91,2,4.5,90,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
2996,42,103,1,3.33,0,1,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
2997,57,80,4,1.6,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
2998,61,38,2,0.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
2999,60,44,1,0.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3000,40,164,1,4.3,0,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3001,33,81,3,1.6,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3002,37,95,2,1.7,83,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3003,52,44,3,1.9,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3004,33,88,3,1.6,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3005,62,148,3,7.0,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3006,62,169,3,5.0,184,1,0,1,1,1,Graduate,Hold CD Account
3007,63,11,1,0.8,102,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3008,55,92,1,3.0,158,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3009,33,74,3,2.6,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3010,25,72,3,0.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3011,55,63,3,2.67,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3012,29,172,2,4.5,415,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3013,45,183,2,1.4,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3014,60,40,1,2.5,166,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3015,44,68,4,2.9,0,0,1,0,0,1,Under Graduate,Hold Securities account
3016,48,78,4,3.6,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3017,57,68,2,3.7,184,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3018,58,49,1,1.4,99,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3019,58,39,2,2.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3020,44,151,1,3.5,392,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3021,54,159,2,0.5,461,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3022,59,89,4,1.9,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3023,63,105,4,1.7,244,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3024,61,78,2,2.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3025,58,128,2,2.7,344,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3026,44,81,4,0.8,228,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3027,53,50,4,0.1,152,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3028,63,38,3,0.1,178,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3029,41,119,2,6.1,263,0,1,0,1,0,Under Graduate,Hold Securities account
3030,50,110,3,1.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3031,51,29,1,1.4,102,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3032,47,19,1,0.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3033,43,130,2,4.7,221,1,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3034,46,38,1,2.4,130,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3035,50,31,1,0.3,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3036,33,14,4,0.7,105,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3037,27,158,3,0.4,0,1,0,1,1,0,Graduate,Hold CD Account
3038,34,39,4,0.2,115,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3039,34,141,2,4.9,0,1,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3040,28,33,3,1.0,167,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3041,29,92,2,0.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3042,52,78,3,3.0,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3043,47,42,3,2.7,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3044,41,15,2,0.3,83,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3045,58,48,1,2.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3046,37,63,3,2.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3047,57,149,1,4.7,0,0,1,0,0,0,Under Graduate,Hold Securities account
3048,63,49,1,0.8,103,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3049,60,125,2,3.9,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3050,50,58,1,1.3,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3051,60,48,3,1.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3052,54,75,2,3.2,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3053,28,114,2,0.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3054,45,134,4,5.5,0,1,0,1,1,1,Graduate,Hold CD Account
3055,28,111,4,2.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3056,54,62,4,3.8,149,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3057,42,45,1,0.7,0,0,1,0,1,0,Under Graduate,Hold Securities account
3058,30,113,2,0.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3059,61,128,1,2.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3060,64,168,4,5.7,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3061,38,81,1,4.0,206,0,1,0,1,0,Professional,Hold Securities account
3062,39,75,1,0.1,297,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3063,54,21,4,0.1,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3064,59,83,3,4.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3065,39,121,1,3.5,368,0,1,0,1,0,Under Graduate,Hold Securities account
3066,63,40,4,1.67,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3067,31,101,1,2.9,170,0,1,0,0,0,Professional,Hold Securities account
3068,56,90,2,4.5,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3069,47,68,1,2.67,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3070,28,74,2,1.8,221,0,1,0,0,0,Graduate,Hold Securities account
3071,32,74,4,0.1,257,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3072,54,51,2,3.2,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3073,29,149,1,1.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3074,39,31,1,1.4,88,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3075,26,85,2,1.6,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3076,29,62,2,1.75,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3077,46,44,1,0.3,110,0,1,0,1,0,Under Graduate,Hold Securities account
3078,38,63,3,0.5,190,0,1,1,1,1,Professional,Hold Securities and Deposit Account
3079,55,23,2,0.3,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3080,48,40,3,2.2,87,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3081,36,78,2,4.5,204,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3082,39,40,3,0.9,129,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3083,40,78,4,2.4,0,0,1,1,1,0,Under Graduate,Hold Securities and Deposit Account
3084,26,129,3,0.7,0,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3085,55,71,3,0.3,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3086,61,23,3,0.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3087,57,15,2,0.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3088,56,28,1,1.3,138,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3089,31,23,3,1.0,95,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3090,61,19,1,1.5,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3091,58,42,3,1.4,158,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3092,43,113,2,0.4,325,0,1,0,0,0,Under Graduate,Hold Securities account
3093,29,34,4,0.4,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3094,50,19,1,0.5,104,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3095,49,43,1,1.6,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3096,43,179,3,1.2,0,1,1,1,1,0,Under Graduate,Hold Securities and Deposit Account
3097,58,44,3,2.2,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3098,41,21,2,0.1,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3099,65,115,1,2.5,174,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3100,52,81,4,3.8,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3101,55,91,2,2.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3102,49,30,4,0.9,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3103,52,55,3,1.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3104,56,48,2,2.1,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3105,30,23,4,0.3,121,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3106,36,21,3,0.1,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3107,41,55,2,1.7,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3108,42,21,3,1.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3109,60,40,3,2.2,0,0,1,0,1,0,Professional,Hold Securities account
3110,44,30,4,0.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3111,34,78,3,0.6,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3112,56,65,2,3.2,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3113,31,50,4,2.1,209,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3114,29,55,4,2.0,0,0,1,0,1,0,Graduate,Hold Securities account
3115,31,111,2,0.2,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3116,36,21,3,0.1,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3117,42,65,3,0.5,256,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3118,64,114,1,0.8,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3119,61,54,3,0.9,179,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
